"Commune_insee","Relief"
"65099","Moyenne montagne"
"65100","Bas plateaux-colines"
"65104","Bas plateaux-colines"
"65112","Hauts plateaux"
"65116","Moyenne montagne"
"65132","Bas plateaux-colines"
"65140","Hauts plateaux"
"65143","Bas plateaux-colines"
"65147","Bas plateaux-colines"
"65148","Bas plateaux-colines"
"65154","Hauts plateaux"
"65157","Moyenne montagne"
"65162","Hauts plateaux"
"65166","Bas plateaux-colines"
"65180","Hauts plateaux"
"65184","Bas plateaux-colines"
"65191","Moyenne montagne"
"65193","Hauts plateaux"
"65200","Hauts plateaux"
"65207","Bas plateaux-colines"
"65210","Moyenne montagne"
"65213","Bas plateaux-colines"
"65215","Bas plateaux-colines"
"65219","Plaine"
"65222","Bas plateaux-colines"
"65226","Bas plateaux-colines"
"65231","Hauts plateaux"
"65234","Moyenne montagne"
"65239","Hauts plateaux"
"65252","Bas plateaux-colines"
"65253","Bas plateaux-colines"
"65259","Bas plateaux-colines"
"65261","Bas plateaux-colines"
"65280","Bas plateaux-colines"
"65290","Bas plateaux-colines"
"65299","Bas plateaux-colines"
"65303","Bas plateaux-colines"
"65305","Hauts plateaux"
"65308","Bas plateaux-colines"
"65310","Hauts plateaux"
"65315","Bas plateaux-colines"
"65322","Hauts plateaux"
"65325","Bas plateaux-colines"
"65326","Bas plateaux-colines"
"65328","Hauts plateaux"
"65330","Plaine"
"65339","Bas plateaux-colines"
"65345","Hauts plateaux"
"65346","Bas plateaux-colines"
"65359","Bas plateaux-colines"
"65392","Bas plateaux-colines"
"65400","Moyenne montagne"
"65402","Hauts plateaux"
"65404","Bas plateaux-colines"
"65405","Bas plateaux-colines"
"65423","Bas plateaux-colines"
"65425","Bas plateaux-colines"
"65437","Bas plateaux-colines"
"65444","Bas plateaux-colines"
"65445","Hauts plateaux"
"65446","Bas plateaux-colines"
"65456","Hauts plateaux"
"65458","Hauts plateaux"
"65465","Haute montagne"
"65466","Moyenne montagne"
"65470","Hauts plateaux"
"65474","Bas plateaux-colines"
"65475","Bas plateaux-colines"
"65476","Bas plateaux-colines"
"66006","Bas plateaux-colines"
"66007","Hauts plateaux"
"66014","Plaine"
"66022","Hauts plateaux"
"66041","Plaine"
"66042","Bas plateaux-colines"
"66047","Moyenne montagne"
"66050","Plaine"
"66059","Plaine"
"66063","Bas plateaux-colines"
"66071","Plaine"
"66078","Moyenne montagne"
"66080","Haute montagne"
"66082","Moyenne montagne"
"66103","Bas plateaux-colines"
"66109","Hauts plateaux"
"66111","Bas plateaux-colines"
"66118","Bas plateaux-colines"
"66119","Moyenne montagne"
"66124","Moyenne montagne"
"66127","Bas plateaux-colines"
"66134","Plaine"
"66140","Plaine"
"66141","Plaine"
"66142","Haute montagne"
"66144","Plaine"
"66146","Haute montagne"
"66155","Moyenne montagne"
"66165","Bas plateaux-colines"
"66173","Plaine"
"66174","Plaine"
"66175","Plaine"
"66178","Plaine"
"66179","Hauts plateaux"
"66180","Plaine"
"66182","Plaine"
"66183","Hauts plateaux"
"66184","Bas plateaux-colines"
"66193","Hauts plateaux"
"66195","Plaine"
"66202","Moyenne montagne"
"66203","Hauts plateaux"
"66210","Plaine"
"66213","Plaine"
"66220","Haute montagne"
"67006","Bas plateaux-colines"
"67011","Plaine"
"67018","Bas plateaux-colines"
"67020","Hauts plateaux"
"67025","Plaine"
"67034","Plaine"
"67040","Plaine"
"67044","Bas plateaux-colines"
"67050","Hauts plateaux"
"67054","Plaine"
"67058","Plaine"
"67061","Bas plateaux-colines"
"67065","Plaine"
"67075","Bas plateaux-colines"
"67078","Bas plateaux-colines"
"67081","Bas plateaux-colines"
"67085","Bas plateaux-colines"
"67086","Plaine"
"67088","Bas plateaux-colines"
"67091","Bas plateaux-colines"
"67096","Bas plateaux-colines"
"67108","Plaine"
"67109","Bas plateaux-colines"
"67119","Plaine"
"67120","Bas plateaux-colines"
"67121","Plaine"
"67133","Bas plateaux-colines"
"67135","Bas plateaux-colines"
"67142","Plaine"
"67143","Hauts plateaux"
"67144","Bas plateaux-colines"
"67151","Plaine"
"67162","Bas plateaux-colines"
"67172","Plaine"
"67187","Plaine"
"67188","Bas plateaux-colines"
"67198","Bas plateaux-colines"
"67201","Bas plateaux-colines"
"67210","Hauts plateaux"
"67212","Plaine"
"67215","Bas plateaux-colines"
"67220","Plaine"
"67226","Plaine"
"67228","Bas plateaux-colines"
"67231","Plaine"
"67233","Plaine"
"67236","Bas plateaux-colines"
"67237","Plaine"
"67245","Bas plateaux-colines"
"67253","Bas plateaux-colines"
"67259","Bas plateaux-colines"
"67261","Plaine"
"67269","Bas plateaux-colines"
"67286","Plaine"
"67287","Plaine"
"67289","Plaine"
"67296","Plaine"
"67304","Bas plateaux-colines"
"67330","Plaine"
"67335","Bas plateaux-colines"
"67338","Plaine"
"67341","Bas plateaux-colines"
"67343","Plaine"
"67346","Plaine"
"67353","Bas plateaux-colines"
"67356","Plaine"
"67358","Bas plateaux-colines"
"67360","Plaine"
"67362","Bas plateaux-colines"
"67369","Bas plateaux-colines"
"67384","Hauts plateaux"
"67389","Plaine"
"67396","Bas plateaux-colines"
"67403","Bas plateaux-colines"
"67405","Plaine"
"67408","Bas plateaux-colines"
"67409","Plaine"
"67417","Plaine"
"67418","Plaine"
"67424","Hauts plateaux"
"67428","Bas plateaux-colines"
"67432","Plaine"
"67437","Bas plateaux-colines"
"67452","Plaine"
"67453","Plaine"
"67461","Plaine"
"67471","Plaine"
"67476","Plaine"
"67477","Hauts plateaux"
"67482","Plaine"
"67487","Plaine"
"67492","Bas plateaux-colines"
"67509","Bas plateaux-colines"
"67513","Hauts plateaux"
"67521","Bas plateaux-colines"
"67522","Bas plateaux-colines"
"67523","Plaine"
"67530","Plaine"
"67531","Hauts plateaux"
"67535","Bas plateaux-colines"
"67543","Hauts plateaux"
"67546","Plaine"
"67547","Plaine"
"67552","Bas plateaux-colines"
"67553","Bas plateaux-colines"
"68002","Bas plateaux-colines"
"68004","Bas plateaux-colines"
"68009","Plaine"
"68010","Bas plateaux-colines"
"68013","Bas plateaux-colines"
"68022","Bas plateaux-colines"
"68023","Plaine"
"68036","Plaine"
"68042","Bas plateaux-colines"
"68057","Bas plateaux-colines"
"68058","Bas plateaux-colines"
"68063","Bas plateaux-colines"
"68066","Plaine"
"68067","Bas plateaux-colines"
"68068","Bas plateaux-colines"
"68079","Bas plateaux-colines"
"68082","Bas plateaux-colines"
"68087","Bas plateaux-colines"
"68088","Bas plateaux-colines"
"68089","Hauts plateaux"
"68090","Hauts plateaux"
"68092","Bas plateaux-colines"
"68099","Bas plateaux-colines"
"68102","Hauts plateaux"
"68115","Bas plateaux-colines"
"68121","Bas plateaux-colines"
"68125","Bas plateaux-colines"
"68131","Bas plateaux-colines"
"68146","Plaine"
"68147","Bas plateaux-colines"
"68149","Bas plateaux-colines"
"68168","Bas plateaux-colines"
"68170","Bas plateaux-colines"
"68177","Hauts plateaux"
"68181","Hauts plateaux"
"68183","Bas plateaux-colines"
"68184","Hauts plateaux"
"68189","Plaine"
"68195","Bas plateaux-colines"
"68207","Bas plateaux-colines"
"68210","Hauts plateaux"
"68212","Bas plateaux-colines"
"68222","Bas plateaux-colines"
"68227","Plaine"
"68229","Hauts plateaux"
"68230","Plaine"
"68231","Plaine"
"68234","Bas plateaux-colines"
"68244","Bas plateaux-colines"
"68253","Bas plateaux-colines"
"68255","Bas plateaux-colines"
"68260","Bas plateaux-colines"
"68261","Hauts plateaux"
"68263","Bas plateaux-colines"
"68265","Bas plateaux-colines"
"68266","Bas plateaux-colines"
"68287","Bas plateaux-colines"
"68294","Hauts plateaux"
"68307","Hauts plateaux"
"68309","Bas plateaux-colines"
"68321","Bas plateaux-colines"
"68324","Bas plateaux-colines"
"68328","Hauts plateaux"
"68330","Bas plateaux-colines"
"68333","Bas plateaux-colines"
"68340","Bas plateaux-colines"
"68342","Bas plateaux-colines"
"68343","Bas plateaux-colines"
"68344","Hauts plateaux"
"68358","Hauts plateaux"
"68366","Plaine"
"68368","Bas plateaux-colines"
"68372","Hauts plateaux"
"69008","Hauts plateaux"
"69016","Hauts plateaux"
"69017","Bas plateaux-colines"
"69020","Bas plateaux-colines"
"69021","Bas plateaux-colines"
"69024","Bas plateaux-colines"
"69027","Bas plateaux-colines"
"69030","Hauts plateaux"
"69042","Hauts plateaux"
"69054","Hauts plateaux"
"69057","Bas plateaux-colines"
"69064","Bas plateaux-colines"
"69069","Bas plateaux-colines"
"69071","Bas plateaux-colines"
"69074","Bas plateaux-colines"
"69087","Bas plateaux-colines"
"69088","Bas plateaux-colines"
"69094","Bas plateaux-colines"
"69102","Hauts plateaux"
"69111","Bas plateaux-colines"
"69113","Bas plateaux-colines"
"69133","Bas plateaux-colines"
"69135","Hauts plateaux"
"69136","Bas plateaux-colines"
"69137","Hauts plateaux"
"69138","Hauts plateaux"
"69149","Plaine"
"69152","Plaine"
"69153","Bas plateaux-colines"
"69157","Bas plateaux-colines"
"69162","Bas plateaux-colines"
"69172","Bas plateaux-colines"
"69174","Hauts plateaux"
"69179","Bas plateaux-colines"
"69182","Hauts plateaux"
"69184","Hauts plateaux"
"69186","Hauts plateaux"
"69188","Bas plateaux-colines"
"69199","Plaine"
"69201","Bas plateaux-colines"
"69205","Bas plateaux-colines"
"69207","Bas plateaux-colines"
"69212","Bas plateaux-colines"
"69217","Hauts plateaux"
"69225","Hauts plateaux"
"69228","Bas plateaux-colines"
"69238","Hauts plateaux"
"69246","Bas plateaux-colines"
"69250","Bas plateaux-colines"
"69257","Bas plateaux-colines"
"69269","Hauts plateaux"
"69270","Bas plateaux-colines"
"69272","Bas plateaux-colines"
"69273","Bas plateaux-colines"
"69279","Plaine"
"69280","Bas plateaux-colines"
"69285","Bas plateaux-colines"
"69293","Bas plateaux-colines"
"69297","Bas plateaux-colines"
"70005","Bas plateaux-colines"
"70009","Bas plateaux-colines"
"70026","Bas plateaux-colines"
"70032","Bas plateaux-colines"
"70039","Bas plateaux-colines"
"70046","Bas plateaux-colines"
"01002","Bas plateaux-colines"
"01010","Hauts plateaux"
"01017","Hauts plateaux"
"01021","Bas plateaux-colines"
"01029","Bas plateaux-colines"
"01030","Bas plateaux-colines"
"01031","Hauts plateaux"
"01032","Bas plateaux-colines"
"01033","Hauts plateaux"
"01034","Bas plateaux-colines"
"01037","Hauts plateaux"
"01039","Hauts plateaux"
"01041","Bas plateaux-colines"
"01050","Plaine"
"01056","Hauts plateaux"
"01058","Bas plateaux-colines"
"01066","Hauts plateaux"
"01069","Bas plateaux-colines"
"01072","Bas plateaux-colines"
"01074","Bas plateaux-colines"
"01078","Bas plateaux-colines"
"01096","Bas plateaux-colines"
"01099","Bas plateaux-colines"
"01113","Bas plateaux-colines"
"01121","Hauts plateaux"
"01128","Bas plateaux-colines"
"01130","Bas plateaux-colines"
"01133","Bas plateaux-colines"
"01147","Bas plateaux-colines"
"01153","Hauts plateaux"
"01155","Hauts plateaux"
"01175","Plaine"
"01179","Plaine"
"01180","Hauts plateaux"
"01187","Moyenne montagne"
"01190","Hauts plateaux"
"01192","Hauts plateaux"
"01193","Bas plateaux-colines"
"01195","Bas plateaux-colines"
"01196","Plaine"
"01208","Bas plateaux-colines"
"01212","Bas plateaux-colines"
"01229","Bas plateaux-colines"
"01247","Moyenne montagne"
"01262","Bas plateaux-colines"
"01266","Bas plateaux-colines"
"01272","Bas plateaux-colines"
"01274","Hauts plateaux"
"01282","Hauts plateaux"
"01285","Bas plateaux-colines"
"01291","Plaine"
"01294","Bas plateaux-colines"
"01295","Bas plateaux-colines"
"01303","Bas plateaux-colines"
"01310","Bas plateaux-colines"
"01314","Bas plateaux-colines"
"01336","Bas plateaux-colines"
"01343","Bas plateaux-colines"
"01355","Bas plateaux-colines"
"01360","Hauts plateaux"
"01364","Plaine"
"01373","Hauts plateaux"
"01381","Bas plateaux-colines"
"01383","Bas plateaux-colines"
"01387","Bas plateaux-colines"
"01388","Bas plateaux-colines"
"01396","Bas plateaux-colines"
"01398","Bas plateaux-colines"
"01401","Hauts plateaux"
"01405","Bas plateaux-colines"
"01407","Bas plateaux-colines"
"01423","Bas plateaux-colines"
"01424","Bas plateaux-colines"
"01428","Bas plateaux-colines"
"01431","Bas plateaux-colines"
"01433","Bas plateaux-colines"
"01435","Bas plateaux-colines"
"01444","Hauts plateaux"
"01447","Bas plateaux-colines"
"01448","Hauts plateaux"
"01449","Bas plateaux-colines"
"01451","Bas plateaux-colines"
"01453","Hauts plateaux"
"01454","Bas plateaux-colines"
"02011","Plaine"
"02016","Plaine"
"02018","Plaine"
"02024","Plaine"
"02025","Plaine"
"02027","Plaine"
"02030","Plaine"
"02034","Plaine"
"02035","Plaine"
"02044","Plaine"
"02046","Plaine"
"02055","Bas plateaux-colines"
"02056","Plaine"
"02062","Plaine"
"02068","Plaine"
"02069","Plaine"
"02070","Plaine"
"02072","Plaine"
"02073","Plaine"
"02074","Plaine"
"02076","Plaine"
"02080","Plaine"
"02083","Bas plateaux-colines"
"02084","Plaine"
"02086","Plaine"
"02090","Plaine"
"02099","Plaine"
"02103","Plaine"
"02109","Plaine"
"02111","Plaine"
"02112","Plaine"
"02114","Plaine"
"02116","Plaine"
"02117","Plaine"
"02119","Plaine"
"02120","Plaine"
"02124","Plaine"
"02125","Plaine"
"02128","Plaine"
"02129","Plaine"
"02130","Plaine"
"02134","Plaine"
"02136","Plaine"
"02144","Plaine"
"02145","Plaine"
"02154","Plaine"
"02156","Plaine"
"02163","Plaine"
"02173","Plaine"
"02178","Plaine"
"02180","Plaine"
"02187","Plaine"
"02189","Plaine"
"02200","Plaine"
"02204","Bas plateaux-colines"
"02205","Plaine"
"02206","Plaine"
"02207","Plaine"
"02214","Plaine"
"02216","Plaine"
"02218","Plaine"
"02223","Plaine"
"02228","Plaine"
"02238","Plaine"
"02240","Plaine"
"02244","Plaine"
"02245","Plaine"
"02254","Plaine"
"02289","Plaine"
"02292","Plaine"
"02303","Plaine"
"02304","Plaine"
"02307","Plaine"
"02309","Plaine"
"02310","Plaine"
"02312","Bas plateaux-colines"
"02315","Plaine"
"02319","Plaine"
"02322","Plaine"
"02323","Plaine"
"02327","Plaine"
"02330","Plaine"
"02343","Plaine"
"02351","Bas plateaux-colines"
"02355","Plaine"
"02357","Plaine"
"02359","Plaine"
"02371","Plaine"
"02374","Plaine"
"02375","Plaine"
"02376","Plaine"
"02378","Plaine"
"02379","Plaine"
"02383","Plaine"
"02393","Plaine"
"02403","Plaine"
"02406","Plaine"
"02411","Plaine"
"02414","Plaine"
"02419","Plaine"
"02426","Plaine"
"02441","Plaine"
"02444","Plaine"
"02451","Plaine"
"02453","Plaine"
"02457","Plaine"
"02460","Plaine"
"02468","Plaine"
"02474","Plaine"
"02481","Plaine"
"02485","Plaine"
"02491","Plaine"
"02494","Plaine"
"02498","Plaine"
"02500","Plaine"
"02504","Plaine"
"02507","Plaine"
"02510","Plaine"
"02521","Plaine"
"02531","Plaine"
"02537","Plaine"
"02541","Plaine"
"02549","Plaine"
"02553","Plaine"
"02554","Plaine"
"02558","Bas plateaux-colines"
"02568","Plaine"
"02576","Plaine"
"02582","Plaine"
"02583","Plaine"
"02589","Plaine"
"02592","Plaine"
"02595","Plaine"
"02599","Plaine"
"02600","Plaine"
"02604","Plaine"
"02605","Plaine"
"02608","Plaine"
"02620","Plaine"
"02636","Plaine"
"02639","Plaine"
"02642","Plaine"
"02656","Plaine"
"02661","Plaine"
"02663","Plaine"
"02668","Plaine"
"02681","Plaine"
"02682","Plaine"
"02689","Plaine"
"02693","Plaine"
"02696","Plaine"
"02699","Plaine"
"02703","Plaine"
"02705","Plaine"
"02706","Plaine"
"02712","Plaine"
"02715","Plaine"
"02716","Plaine"
"02723","Plaine"
"02724","Plaine"
"02725","Bas plateaux-colines"
"02726","Plaine"
"02731","Plaine"
"02734","Plaine"
"02738","Plaine"
"02742","Plaine"
"02747","Plaine"
"02748","Plaine"
"02751","Plaine"
"02758","Plaine"
"02763","Plaine"
"02765","Plaine"
"02767","Plaine"
"02768","Plaine"
"02775","Plaine"
"02776","Plaine"
"02784","Plaine"
"02791","Plaine"
"02793","Plaine"
"02796","Plaine"
"02803","Plaine"
"02805","Plaine"
"02808","Plaine"
"02814","Plaine"
"02817","Plaine"
"02823","Plaine"
"02824","Plaine"
"02830","Plaine"
"02834","Plaine"
"03003","Bas plateaux-colines"
"03005","Bas plateaux-colines"
"03024","Bas plateaux-colines"
"03031","Bas plateaux-colines"
"03040","Bas plateaux-colines"
"03044","Bas plateaux-colines"
"03046","Bas plateaux-colines"
"03048","Bas plateaux-colines"
"03051","Bas plateaux-colines"
"03058","Bas plateaux-colines"
"03065","Bas plateaux-colines"
"03066","Hauts plateaux"
"03076","Bas plateaux-colines"
"03078","Bas plateaux-colines"
"03090","Bas plateaux-colines"
"03092","Bas plateaux-colines"
"03093","Bas plateaux-colines"
"03104","Bas plateaux-colines"
"03105","Bas plateaux-colines"
"03110","Bas plateaux-colines"
"03111","Bas plateaux-colines"
"03112","Bas plateaux-colines"
"03118","Bas plateaux-colines"
"03119","Bas plateaux-colines"
"03124","Bas plateaux-colines"
"03130","Bas plateaux-colines"
"03134","Bas plateaux-colines"
"03141","Hauts plateaux"
"03147","Bas plateaux-colines"
"03178","Bas plateaux-colines"
"03181","Bas plateaux-colines"
"03182","Bas plateaux-colines"
"03184","Bas plateaux-colines"
"03190","Bas plateaux-colines"
"03192","Hauts plateaux"
"03193","Bas plateaux-colines"
"03194","Bas plateaux-colines"
"03196","Bas plateaux-colines"
"03218","Bas plateaux-colines"
"03221","Bas plateaux-colines"
"03235","Bas plateaux-colines"
"03236","Bas plateaux-colines"
"03237","Bas plateaux-colines"
"03251","Bas plateaux-colines"
"03252","Bas plateaux-colines"
"03257","Bas plateaux-colines"
"03263","Bas plateaux-colines"
"03264","Bas plateaux-colines"
"03287","Bas plateaux-colines"
"03295","Bas plateaux-colines"
"03300","Bas plateaux-colines"
"03303","Bas plateaux-colines"
"03306","Bas plateaux-colines"
"03309","Bas plateaux-colines"
"03312","Bas plateaux-colines"
"03320","Bas plateaux-colines"
"04005","Moyenne montagne"
"04009","Moyenne montagne"
"04013","Hauts plateaux"
"04021","Hauts plateaux"
"04031","Hauts plateaux"
"04032","Moyenne montagne"
"04055","Moyenne montagne"
"04058","Hauts plateaux"
"04061","Moyenne montagne"
"04062","Haute montagne"
"04072","Moyenne montagne"
"04073","Moyenne montagne"
"04081","Bas plateaux-colines"
"04086","Moyenne montagne"
"04087","Hauts plateaux"
"04115","Moyenne montagne"
"04129","Hauts plateaux"
"04130","Hauts plateaux"
"04138","Bas plateaux-colines"
"04140","Moyenne montagne"
"04142","Hauts plateaux"
"04150","Hauts plateaux"
"04152","Bas plateaux-colines"
"04155","Moyenne montagne"
"04158","Hauts plateaux"
"04163","Hauts plateaux"
"04164","Hauts plateaux"
"04177","Moyenne montagne"
"04182","Hauts plateaux"
"04188","Bas plateaux-colines"
"04197","Bas plateaux-colines"
"04205","Moyenne montagne"
"04208","Hauts plateaux"
"04224","Moyenne montagne"
"04234","Moyenne montagne"
"04240","Moyenne montagne"
"05001","Haute montagne"
"05003","Haute montagne"
"05014","Hauts plateaux"
"05022","Moyenne montagne"
"05035","Moyenne montagne"
"05038","Haute montagne"
"05044","Haute montagne"
"05046","Moyenne montagne"
"05050","Moyenne montagne"
"05051","Hauts plateaux"
"05056","Moyenne montagne"
"05060","Moyenne montagne"
"05071","Hauts plateaux"
"05084","Hauts plateaux"
"05086","Moyenne montagne"
"05094","Hauts plateaux"
"05095","Moyenne montagne"
"05102","Moyenne montagne"
"05114","Haute montagne"
"05117","Hauts plateaux"
"05126","Hauts plateaux"
"05132","Moyenne montagne"
"05133","Moyenne montagne"
"05135","Hauts plateaux"
"05146","Moyenne montagne"
"05147","Moyenne montagne"
"05152","Moyenne montagne"
"05163","Hauts plateaux"
"06002","Moyenne montagne"
"06005","Hauts plateaux"
"06007","Plaine"
"06008","Moyenne montagne"
"06015","Hauts plateaux"
"06019","Bas plateaux-colines"
"06034","Bas plateaux-colines"
"06042","Moyenne montagne"
"06049","Hauts plateaux"
"06051","Moyenne montagne"
"06061","Hauts plateaux"
"06062","Moyenne montagne"
"06066","Bas plateaux-colines"
"06068","Hauts plateaux"
"06074","Hauts plateaux"
"06080","Moyenne montagne"
"06091","Hauts plateaux"
"06093","Hauts plateaux"
"06096","Moyenne montagne"
"06097","Hauts plateaux"
"06102","Moyenne montagne"
"06103","Moyenne montagne"
"06107","Hauts plateaux"
"06111","Moyenne montagne"
"06118","Bas plateaux-colines"
"06120","Moyenne montagne"
"06125","Moyenne montagne"
"06130","Hauts plateaux"
"06141","Hauts plateaux"
"06143","Hauts plateaux"
"06144","Hauts plateaux"
"06145","Hauts plateaux"
"06152","Plaine"
"06153","Moyenne montagne"
"06155","Plaine"
"07003","Hauts plateaux"
"07004","Hauts plateaux"
"07007","Hauts plateaux"
"07009","Plaine"
"07013","Bas plateaux-colines"
"07015","Bas plateaux-colines"
